index,type,name,resident,streamed,parentStack
690,image,i_p7_cai_dni_console_metal1_o1,11191,0,|mc/mtl_p7_cai_dni_console_metal01|material|p7_fxanim_cp_safehouse_chair_console_01_mod|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
691,image,i_p7_cai_dni_console_metal1_g,110,65536,|mc/mtl_p7_cai_dni_console_metal02|material|p7_fxanim_cp_safehouse_chair_console_01_mod|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
692,image,i_p7_cai_dni_console_metal1_g2,287,196608,|mc/mtl_p7_cai_dni_console_metal02|material|p7_fxanim_cp_safehouse_chair_console_01_mod|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
693,material,mc/mtl_p7_cai_dni_console_metal01,1676,0,|p7_fxanim_cp_safehouse_chair_console_01_mod|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
694,image,i_p7_cai_dni_console_metal2_white_r1,45,720896,|mc/mtl_p7_cai_dni_console_metal02|material|p7_fxanim_cp_safehouse_chair_console_01_mod|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
695,image,i_p7_cai_dni_console_metal2_white_n1,301,371384,|mc/mtl_p7_cai_dni_console_metal02|material|p7_fxanim_cp_safehouse_chair_console_01_mod|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
696,material,mc/mtl_p7_cai_dni_console_metal02_white,1470,0,|p7_fxanim_cp_safehouse_chair_console_01_mod|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
697,image,i_p7_cai_dni_console_metal3_white_r,124,742728,|mc/mtl_p7_cai_dni_console_metal03_white02|material|p7_fxanim_cp_safehouse_chair_console_01_mod|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
698,image,i_p7_cai_dni_console_metal6_n,294,109240,|mc/mtl_p7_cai_dni_console_metal03_white|material|p7_fxanim_cp_safehouse_chair_console_01_mod|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
699,image,i_p7_cai_dni_console_metal3_white_n1,293,393216,|mc/mtl_p7_cai_dni_console_metal03_white02|material|p7_fxanim_cp_safehouse_chair_console_01_mod|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
700,image,i_p7_cai_dni_console_metal6_g,278,218440,|mc/mtl_p7_cai_dni_console_metal03_white02|material|p7_fxanim_cp_safehouse_chair_console_01_mod|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
701,image,$specular_mask,16,0,|mc/mtl_p7_cai_dni_console_metal02|material|p7_fxanim_cp_safehouse_chair_console_01_mod|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
702,material,mc/mtl_p7_cai_dni_console_metal03_white,2059,0,|p7_fxanim_cp_safehouse_chair_console_01_mod|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
703,image,i_p7_cai_dni_console_leather_metal_o1,126,65536,|mc/mtl_p7_cai_dni_console_leather_black|material|p7_fxanim_cp_safehouse_chair_console_01_mod|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
704,image,i_t7_micro_cloth_leather_01_n,31,0,|mc/mtl_p7_cai_dni_console_leather|material|p7_fxanim_cp_safehouse_chair_console_01_mod|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
705,image,i_p7_cai_dni_console_leather_n1,296,371384,|mc/mtl_p7_cai_dni_console_leather_white|material|p7_fxanim_cp_safehouse_chair_console_01_mod|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
706,image,i_t7_micro_concrete_c,270,87368,|mc/mtl_p7_cai_dni_console_leather|material|p7_fxanim_cp_safehouse_chair_console_01_mod|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
707,material,mc/mtl_p7_cai_dni_console_leather,1645,0,|p7_fxanim_cp_safehouse_chair_console_01_mod|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
708,image,i_p7_cai_dni_console_metal3_white_o1,11197,0,|mc/mtl_p7_cai_dni_console_metal03_white02|material|p7_fxanim_cp_safehouse_chair_console_01_mod|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
709,material,mc/mtl_p7_cai_dni_console_metal03,1667,0,|p7_fxanim_cp_safehouse_chair_console_01_mod|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
710,image,i_p7_cai_dni_console_leather_o,11047,0,|mc/mtl_p7_cai_dni_console_leather_metal|material|p7_fxanim_cp_safehouse_chair_console_01_mod|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
711,material,mc/mtl_p7_cai_dni_console_leather_metal,1897,0,|p7_fxanim_cp_safehouse_chair_console_01_mod|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
712,image,i_p7_cai_dni_console_leather_n2,128,371384,|mc/mtl_p7_cai_dni_console_leather_white|material|p7_fxanim_cp_safehouse_chair_console_01_mod|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
713,image,i_p7_cai_dni_console_leather_c2,280,218440,|mc/mtl_p7_cai_dni_console_leather_black|material|p7_fxanim_cp_safehouse_chair_console_01_mod|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
714,material,mc/mtl_p7_cai_dni_console_leather_black,1464,0,|p7_fxanim_cp_safehouse_chair_console_01_mod|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
715,image,i_t7_emissive_mask_with_feather_edge_e,583,0,|mc/mtl_p7_cai_dni_console_leather_red_glow|material|p7_fxanim_cp_safehouse_chair_console_01_mod|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
716,material,mc/mtl_p7_cai_dni_console_leather_red_glow,1273,0,|p7_fxanim_cp_safehouse_chair_console_01_mod|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
717,material,mc/mtl_p7_cai_dni_console_metal03_white02,1432,0,|p7_fxanim_cp_safehouse_chair_console_01_mod|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
718,material,mc/mtl_p7_cai_dni_console_leather_white,1512,0,|p7_fxanim_cp_safehouse_chair_console_01_mod|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
719,image,i_p7_cai_dni_console_metal2_white_o1,11197,0,|mc/mtl_p7_cai_dni_console_metal02|material|p7_fxanim_cp_safehouse_chair_console_01_mod|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
720,material,mc/mtl_p7_cai_dni_console_metal02,1507,0,|p7_fxanim_cp_safehouse_chair_console_01_mod|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
721,image,i_p7_cai_dni_console_decal_01_c,120,1419960,|mc/mtl_p7_cai_dni_console_decal_01|material|p7_fxanim_cp_safehouse_chair_console_01_mod|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
722,material,mc/mtl_p7_cai_dni_console_decal_01,456,0,|p7_fxanim_cp_safehouse_chair_console_01_mod|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
723,xmodelmesh,p7_fxanim_cp_safehouse_cairo_chair_dni_console_lod0ab081fec,1936,148880,|p7_fxanim_cp_safehouse_chair_console_01_mod|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
724,xmodelmesh,p7_fxanim_cp_safehouse_cairo_chair_dni_console_lod081b4d9ed,1944,267680,|p7_fxanim_cp_safehouse_chair_console_01_mod|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
725,xmodel,p7_fxanim_cp_safehouse_chair_console_01_mod,1352,0,|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
726,image,nt_2020_cardboardbox_c,95,64024,|mc/mtl_nt_2020_cardboardbox|material|nt_2020_cardboardbox|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
727,material,mc/mtl_nt_2020_cardboardbox,1241,0,|nt_2020_cardboardbox|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
728,material,mc/mtl_p_glo_cardboardbox_decal,816,0,|nt_2020_cardboardbox|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
729,xmodelmesh,nt_2020_cardboardbox_01942ff535,1712,0,|nt_2020_cardboardbox|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
730,xmodel,nt_2020_cardboardbox,1124,0,|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
731,material,mc/bullet_collision_paper,820,0,|p7_box_cardboard_a_open01|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
732,image,i_mtl_p7_box_cardboard_tape_n,222,196632,|mc/mtl_p7_box_cardboard_tape_open01|material|p7_box_cardboard_a_open01|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
733,image,i_mtl_p7_box_cardboard_tape_open01_c,293,720896,|mc/mtl_p7_box_cardboard_tape_open01|material|p7_box_cardboard_a_open01|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
734,material,mc/mtl_p7_box_cardboard_tape_open01,861,0,|p7_box_cardboard_a_open01|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
735,image,i_mtl_p7_box_cardboard_n,265,1419936,|mc/mtl_p7_box_cardboard_open01|material|p7_box_cardboard_a_open01|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
736,image,i_mtl_p7_box_cardboard_open01_c,280,742728,|mc/mtl_p7_box_cardboard_open01|material|p7_box_cardboard_a_open01|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
737,material,mc/mtl_p7_box_cardboard_open01,823,0,|p7_box_cardboard_a_open01|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
738,xmodelmesh,p7_box_cardboard_a_open01_lod1643414da,352,20008,|p7_box_cardboard_a_open01|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
739,xmodelmesh,p7_box_cardboard_a_open01_lod0b19b2f2d,344,24704,|p7_box_cardboard_a_open01|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
740,xmodelmesh,p7_box_cardboard_a_open01_col376113f5,4760,0,|p7_box_cardboard_a_open01|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
741,xmodel,p7_box_cardboard_a_open01,3656,0,|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
742,image,$thickness,115,0,|mc/xmaterial_843f10f16c3a774|material|p8_anim_zm_chaos_magic_box_skull|xmodel|hb21_mystery_boxes.zpkg|csv|zone_source/zm_goldendragon.zone|csv
743,image,i_mtl_p7_debris_trash_food_box_03_n,252,130064,|mc/mtl_p7_debris_trash_food_box_03|material|p7_debris_trash_food_box_03|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
744,image,i_mtl_p7_debris_trash_food_box_03_c,284,87368,|mc/mtl_p7_debris_trash_food_box_03|material|p7_debris_trash_food_box_03|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
745,material,mc/mtl_p7_debris_trash_food_box_03,1149,0,|p7_debris_trash_food_box_03|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
746,physpreset,cardboardbox_empty,19,0,|p7_debris_trash_food_box_03|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
747,xmodelmesh,p7_debris_trash_food_box_03_lod0d475b042,2949,0,|p7_debris_trash_food_box_03|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
748,xmodelmesh,p7_debris_trash_food_box_03_lod0420a1a41,248,4584,|p7_debris_trash_food_box_03|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
749,xmodel,p7_debris_trash_food_box_03,1252,0,|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
750,image,i_t7_wood_worn_dark_oak_smooth_n,129,1415376,|mc/t7_wood_worn_dark_oak_smooth|material|p7_zur_sign_bakery_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
751,image,i_t7_wood_worn_dark_oak_g,274,742728,|mc/t7_wood_worn_dark_oak_smooth|material|p7_zur_sign_bakery_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
752,image,i_t7_wood_worn_dark_oak_smooth_c,289,720896,|mc/t7_wood_worn_dark_oak_smooth|material|p7_zur_sign_bakery_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
753,material,mc/t7_wood_worn_dark_oak_smooth,1432,0,|p7_zur_sign_bakery_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
754,material,mc/t7_plastic_black_matte,816,0,|p7_zur_sign_bakery_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
755,image,i_mtl_p7_zur_sign_bakery_menu_c,312,720912,|mc/mtl_p7_zur_sign_bakery_menu|material|p7_zur_sign_bakery_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
756,material,mc/mtl_p7_zur_sign_bakery_menu,816,0,|p7_zur_sign_bakery_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
757,xmodelmesh,p7_zur_sign_bakery_menu_lod16e61118d,4080,0,|p7_zur_sign_bakery_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
758,xmodelmesh,p7_zur_sign_bakery_menu_lod0b5ba28d,456,20200,|p7_zur_sign_bakery_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
759,xmodelmesh,p7_zur_sign_bakery_menu_colc5fed49f,1064,0,|p7_zur_sign_bakery_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
760,xmodel,p7_zur_sign_bakery_menu,912,0,|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
761,image,i_mtl_p7_zur_barista_menu_wood_m,49,351160,|mc/mtl_p7_zur_barista_menu_wood|material|p7_zur_barista_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
762,image,i_t7_micro_wood_tiger_n,280,393224,|mc/mtl_p7_zur_barista_menu_wood|material|p7_zur_barista_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
763,image,i_t7_micro_wood_oak_32x32_unfinished_n,295,393216,|mc/mtl_p7_zur_barista_menu_wood|material|p7_zur_barista_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
764,image,i_t7_micro_wood_oak_32x32_unfinished_c,287,218440,|mc/mtl_p7_zur_barista_menu_wood|material|p7_zur_barista_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
765,image,i_t7_micro_wood_tiger_c,280,196608,|mc/mtl_p7_zur_barista_menu_wood|material|p7_zur_barista_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
766,material,mc/mtl_p7_zur_barista_menu_wood,1225,0,|p7_zur_barista_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
767,image,i_t7_wood_worn_brown_n,103,1419960,|mc/mtl_p7_door_wood_global_01_white|material|p7_anim_sin_bar_room_door|xmodel|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
768,image,i_t7_wood_worn_painted_white_c,279,742728,|mc/t7_wood_worn_painted_dark|material|p7_zur_barista_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
769,image,i_t7_metal_painted_wall_dirty_grey_n,301,1419960,|mc/t7_wood_worn_painted_dark|material|p7_zur_barista_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
770,material,mc/t7_wood_worn_painted_dark,1813,0,|p7_zur_barista_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
771,image,i_t7_metal_bare_n,98,393216,|wc/t7_metal_bare_silver_polished|material|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
772,image,i_t7_metal_bare_polished_g,275,218440,|wc/t7_ven_ceiling_panel_6x6|material|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
773,material,mc/t7_metal_bare_chrome_polished,1635,0,|p7_zur_barista_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
774,image,i_mtl_p7_zur_barista_menu_01_c,71,196608,|mc/mtl_p7_zur_barista_menu_01|material|p7_zur_barista_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
775,material,mc/mtl_p7_zur_barista_menu_01,1257,0,|p7_zur_barista_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
776,image,i_mtl_p7_zur_barista_menu_02_c,287,196608,|mc/mtl_p7_zur_barista_menu_02|material|p7_zur_barista_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
777,material,mc/mtl_p7_zur_barista_menu_02,785,0,|p7_zur_barista_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
778,image,i_mtl_p7_zur_barista_menu_03_c,287,196608,|mc/mtl_p7_zur_barista_menu_03|material|p7_zur_barista_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
779,material,mc/mtl_p7_zur_barista_menu_03,785,0,|p7_zur_barista_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
780,image,i_mtl_p7_zur_barista_menu_04_c,287,196608,|mc/mtl_p7_zur_barista_menu_04|material|p7_zur_barista_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
781,material,mc/mtl_p7_zur_barista_menu_04,785,0,|p7_zur_barista_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
782,techset,mc/lit_transparent_advanced#e6142445,38,0,|mc/t7_decal_damage_glass_bullet_hit_08|material|p7_zur_barista_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
783,image,i_t7_decal_damage_glass_bullet_hit_01_n,41,0,|mc/t7_decal_damage_glass_bullet_hit_01|material|p7_zur_barista_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
784,image,i_t7_decal_damage_glass_bullet_hit_01_c,41,0,|mc/t7_decal_damage_glass_bullet_hit_01|material|p7_zur_barista_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
785,material,mc/t7_decal_damage_glass_bullet_hit_01,1424,0,|p7_zur_barista_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
786,image,i_t7_decal_damage_glass_bullet_hit_02_n,41,0,|mc/t7_decal_damage_glass_bullet_hit_02|material|p7_zur_barista_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
787,image,i_t7_decal_damage_glass_bullet_hit_02_c,41,0,|mc/t7_decal_damage_glass_bullet_hit_02|material|p7_zur_barista_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
788,material,mc/t7_decal_damage_glass_bullet_hit_02,1230,0,|p7_zur_barista_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
789,image,i_t7_decal_damage_glass_bullet_hit_08_n,1398216,0,|mc/t7_decal_damage_glass_bullet_hit_08|material|p7_zur_barista_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
790,image,i_t7_decal_damage_glass_bullet_hit_08_c,1398312,0,|mc/t7_decal_damage_glass_bullet_hit_08|material|p7_zur_barista_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
791,material,mc/t7_decal_damage_glass_bullet_hit_08,976,0,|p7_zur_barista_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
792,xmodelmesh,p7_zur_barista_menu_lod0b9a8090e,1248,49416,|p7_zur_barista_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
793,xmodelmesh,p7_zur_barista_menu_colf33a8613,4200,0,|p7_zur_barista_menu|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
794,xmodel,p7_zur_barista_menu,3192,0,|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
795,image,$black_thickness,121,0,|mc/mtl_p7_debris_trash_cup_red_01|material|p7_debris_trash_cup_red_01|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
796,image,i_mtl_p7_debris_trash_cup_red_01_n,251,125360,|mc/mtl_p7_debris_trash_cup_red_01|material|p7_debris_trash_cup_red_01|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
797,image,i_mtl_p7_debris_trash_cup_red_01_c,283,87368,|mc/mtl_p7_debris_trash_cup_red_01|material|p7_debris_trash_cup_red_01|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
798,material,mc/mtl_p7_debris_trash_cup_red_01,1305,0,|p7_debris_trash_cup_red_01|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
799,xmodelmesh,p7_debris_trash_cup_red_01_lod0e81bbf2,240,5320,|p7_debris_trash_cup_red_01|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
800,xmodelmesh,p7_debris_trash_cup_red_01_lod08f2ab210,232,8400,|p7_debris_trash_cup_red_01|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
801,xmodel,p7_debris_trash_cup_red_01,1172,0,|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
802,techset,mc/fxanim_vegetation#e6142445,414442,0,|mc/mtl_p7_3arc_lobby_plant_leaf|material|p7_3arc_lobby_plant|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
803,image,i_mtl_p7_3arc_lobby_plant_leaf_n,113,357696,|mc/mtl_p7_3arc_lobby_plant_leaf|material|p7_3arc_lobby_plant|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
804,image,i_mtl_p7_3arc_lobby_plant_leaf_c,289,393216,|mc/mtl_p7_3arc_lobby_plant_leaf|material|p7_3arc_lobby_plant|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
805,image,i_mtl_p7_3arc_lobby_plant_leaf_t,257,218424,|mc/mtl_p7_3arc_lobby_plant_leaf|material|p7_3arc_lobby_plant|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
806,material,mc/mtl_p7_3arc_lobby_plant_leaf,1951,0,|p7_3arc_lobby_plant|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
807,image,i_mtl_p7_3arc_lobby_plant_pot_n,320,371400,|mc/mtl_p7_3arc_lobby_plant_pot|material|p7_3arc_lobby_plant|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
808,image,i_mtl_p7_3arc_lobby_plant_pot_c,256,218424,|mc/mtl_p7_3arc_lobby_plant_pot|material|p7_3arc_lobby_plant|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
809,material,mc/mtl_p7_3arc_lobby_plant_pot,816,0,|p7_3arc_lobby_plant|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
810,xmodelmesh,p7_3arc_lobby_plant_lod0217b0a78,352,26712,|p7_3arc_lobby_plant|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
811,xmodelmesh,p7_3arc_lobby_plant_lod05c9dde1c,352,42912,|p7_3arc_lobby_plant|xmodel|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
812,xmodel,p7_3arc_lobby_plant,1096,0,|maps/zm/zm_goldendragon.d3dbsp|gfx_map|zone_source/zm_goldendragon.zone|csv
